SETT_DATE,SETT_PERIOD,Energy Imbalance (MWh),Frequency Control Offers (MWh),Frequency Control Bids (MWh),Positive Reserve (MWh),Constraint Offers (MWh),Constraint Bids (MWh),Negative Reserve (MWh),Other (MWh)
2023-04-01,1,-289.398,0.0,-442.5,0.0,879.0,0.0,-215.907,-509.991
2023-04-01,2,-444.246,0.0,-124.667,0.0,879.0,0.0,-212.384,-986.195
2023-04-01,3,-349.202,0.0,-93.485,4.958,879.0,0.0,-177.0,-962.675
2023-04-01,4,-123.565,0.0,-12.0,0.0,879.0,0.0,-177.267,-813.298
2023-04-01,5,-328.266,0.0,0.0,18.467,879.0,0.0,-572.267,-653.466
2023-04-01,6,-582.512,0.0,-24.1,0.0,879.0,0.0,-572.0,-865.412
2023-04-01,7,-405.092,0.0,-162.97,0.0,879.0,0.0,-420.0,-701.122
2023-04-01,8,-484.44,0.0,-196.333,0.0,879.0,0.0,-420.0,-747.107
2023-04-01,9,-237.403,0.0,-263.07,0.0,879.0,0.0,-271.0,-582.333
2023-04-01,10,-182.043,0.0,-259.522,0.0,879.0,0.0,-271.0,-530.521
2023-04-01,11,-298.001,0.0,-192.584,0.0,879.0,0.0,-233.5,-750.917
2023-04-01,12,-392.879,0.0,-173.254,0.0,879.0,0.0,-233.5,-865.125
2023-04-01,13,-351.123,0.0,-142.582,0.0,879.0,0.0,-108.5,-979.041
2023-04-01,14,-183.032,0.0,-129.855,0.0,879.0,0.0,-110.9,-821.277
2023-04-01,15,-23.049,0.0,-227.104,71.7,462.5,0.0,-7.725,-322.42
2023-04-01,16,115.539,0.0,-146.616,70.65,357.292,0.0,0.0,-165.787
2023-04-01,17,98.783,0.0,-55.054,184.35,111.667,0.0,0.0,-142.18
2023-04-01,18,114.93,0.0,-14.115,130.659,26.292,0.0,0.0,-27.906
2023-04-01,19,94.017,0.0,-50.0,144.017,0.0,0.0,0.0,0.0
2023-04-01,20,137.484,0.0,-50.5,187.984,0.0,0.0,0.0,0.0
2023-04-01,21,218.316,0.0,-27.167,259.333,0.0,0.0,0.0,-13.85
2023-04-01,22,152.683,0.0,-50.833,207.133,0.0,0.0,0.0,-3.617
2023-04-01,23,181.384,0.0,-21.25,182.059,0.0,0.0,0.0,20.575
2023-04-01,24,37.17,3.542,-44.65,253.967,0.0,0.0,0.0,-175.689
2023-04-01,25,271.841,42.5,-2.104,259.517,0.0,0.0,0.0,-28.072
2023-04-01,26,91.14,3.542,0.0,153.475,0.0,0.0,-28.042,-37.835
2023-04-01,27,-0.897,0.0,0.0,160.636,0.0,0.0,0.0,-161.533
2023-04-01,28,1.461,0.0,0.0,136.6,0.0,0.0,0.0,-135.139
2023-04-01,29,-165.797,0.0,0.0,116.25,0.0,0.0,0.0,-282.047
2023-04-01,30,-76.483,0.0,0.0,190.11,0.0,0.0,0.0,-266.593
2023-04-01,31,-108.233,8.25,0.0,120.35,0.0,0.0,0.0,-236.833
2023-04-01,32,18.669,10.35,-11.944,60.25,0.0,0.0,0.0,-39.987
2023-04-01,33,12.486,0.0,-16.389,21.292,0.0,0.0,0.0,7.583
2023-04-01,34,104.99,0.0,-27.869,152.426,0.0,0.0,0.0,-19.567
2023-04-01,35,223.903,0.0,-53.4,237.936,0.0,0.0,0.0,39.367
2023-04-01,36,218.773,0.0,-53.582,291.416,0.0,0.0,0.0,-19.061
2023-04-01,37,94.861,0.0,-113.501,340.62,0.0,0.0,0.0,-132.258
2023-04-01,38,157.14,0.0,-27.725,223.499,0.0,0.0,0.0,-38.634
2023-04-01,39,143.05,0.0,0.0,206.467,0.0,0.0,-0.8,-62.617
2023-04-01,40,96.241,0.0,0.0,202.208,0.0,0.0,0.0,-105.967
2023-04-01,41,192.785,0.0,0.0,226.834,0.0,0.0,0.0,-34.049
2023-04-01,42,-4.527,0.0,-23.942,215.0,0.0,0.0,-30.733,-164.852
2023-04-01,43,67.365,0.0,-89.5,252.5,0.0,0.0,0.0,-95.635
2023-04-01,44,-75.487,0.0,-168.385,217.333,0.0,0.0,-19.625,-104.81
2023-04-01,45,71.967,0.0,-126.098,247.5,0.0,0.0,0.0,-49.435
2023-04-01,46,20.466,0.0,-109.184,216.667,0.0,0.0,-0.567,-86.45
2023-04-01,47,349.729,0.0,-47.292,0.0,616.5,0.0,-0.1,-219.379
2023-04-01,48,251.698,19.55,-22.929,0.0,616.5,0.0,0.0,-361.423
2023-04-02,1,121.208,0.0,0.0,12.604,616.5,0.0,-50.9,-456.996
2023-04-02,2,-0.401,0.0,0.0,0.0,616.5,0.0,-188.493,-428.408
2023-04-02,3,-171.145,0.0,0.0,0.267,616.5,0.0,-264.927,-522.985
2023-04-02,4,33.267,0.0,0.0,0.0,616.5,0.0,-215.0,-368.233
2023-04-02,5,108.041,0.0,0.0,28.8,616.5,0.0,-215.0,-322.259
2023-04-02,6,-94.433,0.0,0.0,0.0,616.5,0.0,-215.15,-495.783
2023-04-02,7,-109.371,0.0,0.0,0.0,616.5,0.0,-215.017,-510.854
2023-04-02,8,-224.473,0.0,-52.02,0.0,616.5,0.0,-212.542,-576.411
2023-04-02,9,-183.212,0.0,-126.083,0.0,616.5,0.0,-212.5,-461.129
2023-04-02,10,-260.117,0.0,-168.917,0.0,616.5,0.0,-212.5,-495.2
2023-04-02,11,-53.614,0.0,-105.782,0.0,616.5,0.0,-212.5,-351.832
2023-04-02,12,150.865,0.0,-2.06,0.0,616.5,0.0,-212.467,-251.108
2023-04-02,13,33.646,0.0,-83.588,0.0,397.5,0.0,-210.5,-69.766
2023-04-02,14,-60.007,0.0,-79.442,0.0,397.5,0.0,-210.5,-167.565
2023-04-02,15,-152.517,0.0,-17.434,284.25,0.0,0.0,-159.221,-260.112
2023-04-02,16,21.489,0.0,0.0,294.85,0.0,0.0,-120.607,-152.754
2023-04-02,17,377.252,0.0,0.0,457.15,0.0,0.0,0.0,-79.898
2023-04-02,18,429.416,0.0,0.0,429.416,0.0,0.0,0.0,0.0
2023-04-02,19,542.2,0.0,0.0,542.2,0.0,0.0,0.0,0.0
2023-04-02,20,438.117,0.0,0.0,436.667,0.0,0.0,0.0,1.45
2023-04-02,21,416.758,0.0,0.0,413.525,0.0,0.0,0.0,3.233
2023-04-02,22,371.533,0.0,0.0,371.533,0.0,0.0,0.0,0.0
2023-04-02,23,562.987,0.0,0.0,562.654,0.0,0.0,0.0,0.333
2023-04-02,24,348.445,0.0,0.0,286.718,0.0,0.0,0.0,61.727
2023-04-02,25,376.86,0.0,-42.5,229.461,0.0,0.0,0.0,189.899
2023-04-02,26,155.54,0.0,-58.034,145.858,0.0,0.0,0.0,67.716
2023-04-02,27,111.428,0.0,-78.499,254.722,0.0,0.0,0.0,-64.795
2023-04-02,28,-61.783,0.0,-75.416,67.533,0.0,0.0,0.0,-53.9
2023-04-02,29,-181.152,0.0,-154.75,75.0,0.0,0.0,0.0,-101.402
2023-04-02,30,-396.353,0.0,-158.0,111.25,0.0,0.0,0.0,-349.603
2023-04-02,31,-505.573,0.0,-118.808,118.617,0.0,0.0,0.0,-505.382
2023-04-02,32,-544.112,0.0,-130.417,161.984,0.0,0.0,0.0,-575.679
2023-04-02,33,-804.102,0.0,-118.867,142.3,0.0,0.0,0.0,-827.535
2023-04-02,34,-493.77,4.375,-130.258,272.3,0.0,0.0,0.0,-640.187
2023-04-02,35,-379.546,0.0,-133.642,365.75,0.0,0.0,0.0,-611.654
2023-04-02,36,7.514,0.0,-188.616,417.589,0.0,0.0,0.0,-221.459
2023-04-02,37,65.432,0.0,-93.354,361.65,0.0,0.0,-101.25,-101.614
2023-04-02,38,140.177,0.0,-87.012,323.0,0.0,0.0,0.0,-95.811
2023-04-02,39,225.594,0.0,-0.9,302.167,0.0,0.0,-18.334,-57.339
2023-04-02,40,250.933,0.0,0.0,303.167,0.0,0.0,-20.717,-31.517
2023-04-02,41,163.193,0.0,0.0,288.0,0.0,0.0,-17.698,-107.109
2023-04-02,42,120.558,0.0,-19.271,245.7,0.0,0.0,-2.5,-103.371
2023-04-02,43,238.581,0.0,-5.945,351.25,0.0,0.0,0.0,-106.724
2023-04-02,44,157.459,0.0,-15.433,217.5,0.0,0.0,0.0,-44.608
2023-04-02,45,260.11,0.0,-14.406,233.566,0.0,0.0,0.0,40.95
2023-04-02,46,227.741,6.306,0.0,0.0,213.75,0.0,-0.15,7.835
2023-04-02,47,482.808,0.0,-4.6,152.781,349.003,0.0,0.0,-14.376
2023-04-02,48,114.534,0.0,-107.334,118.825,365.0,0.0,0.0,-261.957
2023-04-03,1,137.409,0.0,-111.0,53.909,365.0,0.0,0.0,-170.5
2023-04-03,2,-70.342,0.0,-78.0,3.2,365.0,0.0,0.0,-360.542
2023-04-03,3,-112.772,0.0,-126.75,39.2,365.0,0.0,0.0,-390.222
2023-04-03,4,58.605,0.0,-145.583,0.0,365.0,0.0,-1.55,-159.262
2023-04-03,5,-73.445,0.0,-161.808,0.0,365.0,0.0,-0.1,-276.537
2023-04-03,6,-114.287,0.0,-191.033,0.0,365.0,0.0,0.0,-288.254
2023-04-03,7,69.494,0.0,-157.238,0.0,365.0,0.0,0.0,-138.268
2023-04-03,8,79.991,0.0,-128.565,0.0,365.0,0.0,0.0,-156.444
2023-04-03,9,176.092,0.0,-83.098,0.0,365.0,0.0,0.0,-105.81
2023-04-03,10,-104.826,0.0,-168.167,41.108,365.0,0.0,0.0,-342.767
2023-04-03,11,-15.838,0.0,-216.604,17.417,365.0,0.0,0.0,-181.651
2023-04-03,12,139.117,0.0,-104.453,0.0,329.142,0.0,0.0,-85.572
2023-04-03,13,241.94,0.0,-2.625,4.141,270.0,-28.85,0.0,-0.726
2023-04-03,14,-10.226,0.0,0.0,57.377,34.882,-80.558,0.0,-21.927
2023-04-03,15,-99.961,0.0,0.0,180.042,0.0,-303.882,0.0,23.879
2023-04-03,16,50.289,0.0,0.0,257.192,0.0,-330.8,0.0,123.897
2023-04-03,17,319.423,0.0,-14.634,193.92,0.0,-24.734,0.0,164.871
2023-04-03,18,274.873,0.0,0.0,148.892,0.0,0.0,0.0,125.981
2023-04-03,19,-77.089,0.0,0.0,30.178,0.0,0.0,0.0,-107.267
2023-04-03,20,-252.847,0.0,0.0,13.75,0.0,0.0,0.0,-266.597
2023-04-03,21,-328.805,0.0,-29.025,0.0,0.0,0.0,0.0,-299.78
2023-04-03,22,27.955,55.307,-75.713,88.142,0.0,0.0,0.0,-39.781
2023-04-03,23,130.133,0.0,-16.842,139.573,0.0,-12.896,0.0,20.298
2023-04-03,24,-109.325,0.0,0.0,84.25,0.0,-29.258,0.0,-164.317
2023-04-03,25,-343.683,0.0,-6.092,0.0,0.0,-29.767,0.0,-307.824
2023-04-03,26,-129.874,0.0,-31.309,26.825,0.0,-31.85,0.0,-93.54
2023-04-03,27,-610.692,0.0,-159.208,52.15,0.0,-36.508,0.0,-467.126
2023-04-03,28,-666.024,0.0,-184.374,0.733,0.0,-31.158,0.0,-451.225
2023-04-03,29,-813.102,0.0,-192.666,0.0,0.0,-2.45,0.0,-617.986
2023-04-03,30,-792.871,0.0,-199.383,0.0,0.0,0.0,0.0,-593.488
2023-04-03,31,-924.649,0.0,-168.887,25.0,0.0,0.0,0.0,-780.762
2023-04-03,32,-892.96,0.0,-148.911,2.134,0.0,0.0,0.0,-746.183
2023-04-03,33,-1122.306,0.0,-189.945,19.634,0.0,0.0,0.0,-951.995
2023-04-03,34,-692.93,0.0,-127.087,0.175,0.0,0.0,0.0,-566.018
2023-04-03,35,-555.151,0.007,-68.748,64.45,0.0,-2.608,0.0,-548.252
2023-04-03,36,-309.694,0.0,-54.473,244.475,0.0,-220.067,0.0,-279.629
2023-04-03,37,-145.652,0.0,0.0,459.241,0.0,-370.664,0.0,-234.229
2023-04-03,38,119.475,0.0,0.0,674.626,0.0,-447.191,0.0,-107.96
2023-04-03,39,187.714,0.0,0.0,752.665,0.0,-480.276,0.0,-84.675
2023-04-03,40,392.715,0.0,0.0,820.075,0.0,-406.417,0.0,-20.943
2023-04-03,41,199.303,0.0,0.0,538.327,0.0,-274.416,-45.0,-19.608
2023-04-03,42,62.511,0.0,0.0,593.669,0.0,-293.25,0.0,-237.908
