SETT_DATE,SETT_PERIOD,Energy Imbalance (MWh),Frequency Control Offers (MWh),Frequency Control Bids (MWh),Positive Reserve (MWh),Constraint Offers (MWh),Constraint Bids (MWh),Negative Reserve (MWh),Other (MWh)
2019-04-04,32,356.422,151.274,-0.311,280.068,0.0,0.0,0.0,-74.609
2019-04-04,33,159.939,143.75,-83.355,354.133,0.0,0.0,0.0,-254.589
2019-04-04,34,248.447,51.748,-63.448,509.569,0.0,-134.703,0.0,-114.719
2019-04-04,35,-27.501,8.933,-163.134,540.65,0.0,-295.722,0.0,-118.228
2019-04-04,36,-47.041,12.5,-182.907,673.812,0.0,-348.026,0.0,-202.42
2019-04-04,37,68.215,0.0,-161.569,802.985,0.0,-385.6,0.0,-187.601
2019-04-04,38,51.48,0.0,-217.157,843.5,0.0,-394.966,0.0,-179.897
2019-04-04,39,46.336,18.0,-227.534,953.559,0.0,-397.875,0.0,-299.814
2019-04-04,40,21.17,0.0,-217.102,1003.083,0.0,-417.51,-28.75,-318.551
2019-04-04,41,75.563,0.0,-289.265,1007.309,0.0,-396.608,0.0,-245.873
2019-04-04,42,-273.723,33.0,-374.663,835.825,0.0,-297.891,0.0,-469.994
2019-04-04,43,-276.24,38.056,-140.47,733.509,0.0,-527.496,0.0,-379.839
2019-04-04,44,28.065,237.822,-97.69,838.785,0.0,-833.773,0.0,-117.079
2019-04-04,45,-73.887,86.412,-174.675,1297.4,0.0,-1082.166,0.0,-200.858
2019-04-04,46,-123.165,6.577,-229.968,1418.085,0.0,-1071.942,-33.492,-212.425
2019-04-04,47,-121.178,31.783,-166.721,1134.999,161.94,-1089.509,0.0,-193.67
2019-04-04,48,5.659,134.896,-41.338,774.651,422.545,-1088.508,0.0,-196.587
2019-04-05,1,313.332,118.751,0.0,908.5,302.172,-971.275,0.0,-44.816
2019-04-05,2,111.517,0.0,0.0,891.334,286.35,-915.283,0.0,-150.884
2019-04-05,3,44.95,10.208,0.0,865.0,214.609,-967.876,0.0,-76.991
2019-04-05,4,324.382,173.755,-45.875,936.105,250.367,-1072.1,0.0,82.13
2019-04-05,5,403.233,131.27,0.0,809.229,354.05,-1143.008,0.0,251.692
2019-04-05,6,423.976,125.167,-23.075,804.238,330.25,-1134.8,0.0,322.196
2019-04-05,7,71.262,50.0,-24.825,681.47,222.396,-1006.242,0.0,148.463
2019-04-05,8,-2.318,95.758,-8.258,730.0,228.667,-1101.026,0.0,52.541
2019-04-05,9,148.32,147.792,-24.601,855.613,240.0,-1100.667,0.0,30.183
2019-04-05,10,72.811,135.583,-31.65,832.594,212.5,-1106.716,0.0,30.5
2019-04-05,11,279.898,93.333,-108.225,1172.948,161.9,-1017.158,0.0,-22.9
2019-04-05,12,122.698,29.535,-188.485,1051.641,119.158,-849.351,0.0,-39.8
2019-04-05,13,292.657,35.189,-241.283,1159.008,41.348,-700.438,0.0,-1.167
2019-04-05,14,189.071,41.405,-325.791,982.032,0.0,-509.404,0.0,0.829
2019-04-05,15,379.833,24.083,-367.709,1204.384,0.0,-370.096,0.0,-110.829
2019-04-05,16,622.943,9.75,-214.888,1381.996,0.0,-365.748,-8.0,-180.167
2019-04-05,17,310.026,20.25,-166.938,970.667,0.0,-224.536,0.0,-289.417
2019-04-05,18,372.91,0.0,-187.917,955.0,0.0,0.0,-9.667,-384.506
2019-04-05,19,34.974,6.0,-243.075,964.0,0.0,0.0,0.0,-691.951
2019-04-05,20,-151.783,0.0,-228.772,955.0,0.0,0.0,-2.392,-875.619
2019-04-05,21,-343.71,0.0,-249.186,705.0,0.0,0.0,-32.125,-767.399
2019-04-05,22,-250.234,18.0,-208.45,691.5,0.0,0.0,-27.0,-724.284
2019-04-05,23,-74.078,0.0,-187.722,652.334,0.0,-13.6,0.0,-525.09
2019-04-05,24,-366.592,17.192,-118.447,522.65,0.0,-274.616,0.0,-513.371
2019-04-05,25,-596.546,7.775,-242.27,345.0,0.0,-399.802,0.0,-307.249
2019-04-05,26,-390.533,18.467,-192.1,260.417,0.0,-446.775,0.0,-30.542
2019-04-05,27,-278.16,4.1,-36.431,267.5,0.0,-520.54,0.0,7.211
2019-04-05,28,-365.366,18.2,-11.242,281.25,0.0,-518.808,0.0,-134.766
2019-04-05,29,-355.832,8.317,-15.975,315.483,0.0,-510.601,0.0,-153.056
2019-04-05,30,-59.863,0.0,0.0,315.0,0.0,-364.573,0.0,-10.29
2019-04-05,31,135.256,47.925,0.0,330.0,0.0,-299.85,0.0,57.181
2019-04-05,32,287.376,29.922,0.0,250.0,0.0,-288.0,0.0,295.454
2019-04-05,33,243.772,8.113,0.0,250.0,0.0,-288.0,0.0,273.659
2019-04-05,34,161.711,0.0,-0.156,305.167,0.0,-288.008,0.0,144.708
2019-04-05,35,2.418,14.25,-55.336,390.5,0.0,-221.667,0.0,-125.329
2019-04-05,36,205.374,20.425,-73.491,532.52,0.0,-159.758,0.0,-114.322
2019-04-05,37,402.176,14.725,-51.5,589.175,0.0,-122.863,0.0,-27.361
2019-04-05,38,694.081,27.833,-27.475,745.551,0.0,-67.679,0.0,15.851
2019-04-05,39,343.895,7.273,-45.767,415.037,0.0,0.0,-2.392,-30.256
2019-04-05,40,246.292,6.0,-62.075,503.157,0.0,0.0,-8.542,-192.248
2019-04-05,41,-63.942,0.0,-170.517,495.584,0.0,0.0,-7.517,-381.492
2019-04-05,42,-241.762,6.0,-165.312,484.475,0.0,0.0,-69.048,-497.877
2019-04-05,43,-142.729,28.676,-112.545,335.608,0.0,0.0,0.0,-394.468
2019-04-05,44,-66.512,0.0,-185.334,380.416,0.0,0.0,-29.692,-231.902
2019-04-05,45,73.857,0.0,-174.758,618.593,0.0,-62.5,0.0,-307.478
2019-04-05,46,-129.401,0.0,-137.722,432.784,15.0,-112.5,0.0,-326.963
2019-04-05,47,-182.742,37.5,-85.571,375.016,150.0,-262.5,0.0,-397.187
2019-04-05,48,87.965,0.0,-35.405,376.525,150.0,-262.5,0.0,-140.655
2019-04-06,1,-32.086,0.0,-9.262,365.0,150.0,-399.0,0.0,-138.824
2019-04-06,2,152.756,24.167,-7.014,388.333,150.0,-399.0,0.0,-3.73
2019-04-06,3,-78.276,7.5,-89.411,312.65,150.0,-399.0,0.0,-60.015
2019-04-06,4,4.614,55.922,-94.0,240.0,150.0,-399.0,0.0,51.692
2019-04-06,5,39.035,84.025,-129.625,247.5,150.0,-399.0,0.0,86.135
2019-04-06,6,31.28,46.725,-192.75,290.0,150.0,-399.0,0.0,136.305
2019-04-06,7,94.9,0.0,-151.125,258.375,150.0,-399.0,0.0,236.65
2019-04-06,8,71.083,0.0,-158.5,225.083,150.0,-399.0,0.0,253.5
2019-04-06,9,85.917,0.0,-124.0,196.25,150.0,-399.0,0.0,262.667
2019-04-06,10,173.991,0.0,-182.134,246.0,206.667,-399.0,0.0,302.458
2019-04-06,11,298.394,0.0,-169.967,175.0,264.583,-264.5,0.0,293.278
2019-04-06,12,418.448,0.0,-104.834,180.166,275.0,-264.5,0.0,332.616
2019-04-06,13,626.152,99.329,-86.217,266.291,258.975,-264.5,0.0,352.274
2019-04-06,14,261.34,51.651,-102.725,295.284,179.94,-264.5,0.0,101.69
2019-04-06,15,196.052,55.161,-129.1,410.95,150.0,-214.5,0.0,-76.459
2019-04-06,16,192.37,20.5,-110.676,442.4,150.0,-214.5,-4.1,-91.254
2019-04-06,17,143.871,4.267,-186.223,490.367,150.0,-62.0,-2.733,-249.807
2019-04-06,18,151.78,0.0,-206.667,687.333,0.0,-62.0,0.0,-266.886
2019-04-06,19,293.412,0.0,-239.212,750.0,0.0,-62.0,0.0,-155.376
2019-04-06,20,305.357,0.0,-52.611,725.0,0.0,-62.0,0.0,-305.032
2019-04-06,21,372.207,0.0,-18.114,690.0,0.0,-68.65,0.0,-231.029
2019-04-06,22,382.168,0.0,-30.741,689.433,0.0,-81.0,0.0,-195.524
2019-04-06,23,131.522,2.733,-21.633,551.166,0.0,-238.167,0.0,-162.577
2019-04-06,24,66.979,0.0,0.0,399.637,0.0,-253.5,0.0,-79.158
2019-04-06,25,146.166,0.0,0.0,394.375,0.0,-231.7,0.0,-16.509
2019-04-06,26,183.97,32.133,-50.7,447.754,0.0,-206.5,0.0,-38.717
2019-04-06,27,292.175,1.95,-67.5,497.583,0.0,-170.775,0.0,30.917
2019-04-06,28,31.244,0.0,-70.875,309.141,0.0,-180.0,0.0,-27.022
2019-04-06,29,-36.696,0.0,-77.625,338.75,0.0,-178.333,0.0,-119.488
2019-04-06,30,20.989,0.0,-85.614,310.0,0.0,-168.25,0.0,-35.147
2019-04-06,31,-12.013,0.0,-75.764,289.21,0.0,-157.0,0.0,-68.459
2019-04-06,32,-116.809,0.0,-90.451,385.531,0.0,-157.0,0.0,-254.889
2019-04-06,33,72.056,2.733,-88.417,499.684,0.0,-57.0,0.0,-284.944
2019-04-06,34,404.666,0.0,-55.966,663.75,0.0,-57.0,0.0,-146.118
2019-04-06,35,275.408,0.0,-162.834,733.667,0.0,-35.883,0.0,-259.542
2019-04-06,36,54.26,11.2,-194.07,757.508,0.0,-90.0,0.0,-430.378
2019-04-06,37,307.414,0.0,-12.937,735.0,0.0,-168.707,0.0,-245.942
2019-04-06,38,299.29,0.0,-100.119,766.25,0.0,-284.083,0.0,-82.758
2019-04-06,39,167.429,0.0,-122.955,788.25,0.0,-320.666,0.0,-177.2
2019-04-06,40,24.438,0.0,-83.903,735.75,0.0,-401.917,0.0,-225.492
2019-04-06,41,86.517,0.0,-22.533,700.75,0.0,-408.0,0.0,-183.7
2019-04-06,42,-31.715,7.5,-71.5,767.724,0.0,-400.742,0.0,-334.697
2019-04-06,43,113.885,25.5,-68.8,570.5,0.0,-319.15,0.0,-94.165
2019-04-06,44,34.382,30.0,-40.0,266.477,150.0,-262.568,0.0,-109.527
2019-04-06,45,-128.008,0.0,-105.974,191.362,166.667,-350.333,0.0,-29.73
2019-04-06,46,11.146,26.5,-153.113,335.917,162.5,-360.333,0.0,-0.325
2019-04-06,47,282.346,62.391,-147.0,640.777,150.0,-406.0,0.0,-17.822
2019-04-06,48,119.235,18.229,-147.313,621.414,150.0,-422.0,0.0,-101.095
2019-04-07,1,-137.458,30.417,-146.5,500.0,150.0,-552.0,0.0,-119.375
2019-04-07,2,-258.464,0.0,-146.5,440.983,150.0,-539.5,0.0,-163.447
2019-04-07,3,-176.741,0.0,-156.0,375.0,150.0,-507.0,0.0,-38.741
2019-04-07,4,-81.778,27.206,-145.571,387.083,150.0,-477.0,0.0,-23.496
2019-04-07,5,128.94,125.887,-106.481,400.0,171.25,-464.75,0.0,3.034
2019-04-07,6,127.719,84.5,-68.881,399.75,159.583,-452.0,0.0,4.767
2019-04-07,7,89.642,94.75,-68.5,376.5,150.0,-429.4,0.0,-33.708
2019-04-07,8,-85.703,115.0,-166.25,237.0,150.0,-346.8,0.0,-74.653
2019-04-07,9,-298.583,55.0,-88.25,125.0,150.0,-361.0,0.0,-179.333
2019-04-07,10,-329.024,0.0,-67.7,125.0,150.0,-337.0,0.0,-199.324
2019-04-07,11,-171.666,89.167,-3.5,125.0,150.0,-327.833,0.0,-204.5
2019-04-07,12,-127.102,76.792,0.0,125.0,150.0,-336.209,0.0,-142.685
2019-04-07,13,-287.234,19.813,-81.022,125.0,150.0,-368.625,0.0,-132.4
2019-04-07,14,-187.972,0.0,-78.189,125.0,150.0,-338.0,0.0,-46.783
2019-04-07,15,-4.785,123.417,-20.702,127.417,162.083,-397.0,0.0,0.0
2019-04-07,16,166.284,216.466,-53.5,376.185,0.0,-373.875,0.0,1.008
2019-04-07,17,168.884,117.139,-54.0,404.013,0.0,-327.008,0.0,28.74
2019-04-07,18,67.102,100.457,-95.917,432.652,0.0,-363.5,0.0,-6.59
2019-04-07,19,184.561,28.365,-61.3,560.763,0.0,-383.0,0.0,39.733
2019-04-07,20,223.838,0.0,-30.3,595.712,0.0,-359.434,0.0,17.86
2019-04-07,21,518.574,53.25,0.0,718.017,0.0,-305.0,0.0,52.307
2019-04-07,22,466.376,7.417,0.0,752.834,0.0,-345.875,0.0,52.0
2019-04-07,23,306.518,6.577,0.0,671.125,0.0,-444.167,0.0,72.983
