SETT_DATE,SETT_PERIOD,Energy Imbalance,Frequency Control,Positive Reserve,Negative Reserve,Constraints,Other
01/04/2018,1,9202.251,1019.63,1800,0,7349.24,46.264
01/04/2018,2,8036.9,1135.157,0,0,4266.225,0
01/04/2018,3,-3585.873,1609.755337,3912,0,3813.981086,22.25157764
01/04/2018,4,563.756,10339.58754,2016.973129,0,5068.890276,384.6460563
01/04/2018,5,12579.539,10363.55868,2185.304122,0,4965.279534,-22.19633489
01/04/2018,6,21897.259,17075.525,2032.34,0,5656.208,-41.18
01/04/2018,7,19355.342,9963.675,209.21,0,8032.853,40.61
01/04/2018,8,16557.346,8452.076,207.41,0,8325.688,58.044
01/04/2018,9,17969.508,1338.195233,320.964756,0,8785.435698,3017.463313
01/04/2018,10,12518.797,541.0524265,62.73599005,0,8652.416469,3914.269115
01/04/2018,11,16941.327,2900.333954,34.64330704,0,8519.921836,2188.169903
01/04/2018,12,12835.58,428.315,2067.890884,0,7421.657319,1765.327797
01/04/2018,13,14023.147,6133.178,2062.146,0,7306.155,-32.276
01/04/2018,14,3247.167,981.8400704,2728.130583,0,7172.559582,40.17276509
01/04/2018,15,-5979.868,4190.30059,0,0,3766.308892,308.840518
01/04/2018,16,9026.8,10339.52174,445.6959682,0,6019.681,1406.240291
01/04/2018,17,9609.169,6601.261,0,0,1929.557,55.364
01/04/2018,18,-496.715,3387.674,0,0,682.8213381,562.6056619
01/04/2018,19,-13928.717,2254.368611,1895.251,0,1359.153846,900.643542
01/04/2018,20,-2566.586,267.1606844,2946.001,0,762.3501058,103.7292098
01/04/2018,21,11461.696,5288.873,1726.255,0,825.29,885.892
01/04/2018,22,27669.306,494.9247567,4345.870309,0,691.4,-393.1400654
01/04/2018,23,23872.019,-311.82,3295.925,0,740.2,-3.863
01/04/2018,24,20104.246,0,2859.429416,0,802.8,5.339583886
01/04/2018,25,18284.459,866.2809652,3677.40582,0,779.025,30.3412146
01/04/2018,26,14723.792,664.05,2088.046,0,770.445,0
01/04/2018,27,16920.109,621.367,2141.868,0,753.09,1.32
01/04/2018,28,5181.766,1067.758,3344.846,0,570.765,0
01/04/2018,29,5595.813,2790.634448,5045.243552,0,573.99,0
01/04/2018,30,5347.248,2917.177,4048.83,0,584.22,0
01/04/2018,31,4027.162,4086.367525,4955.809475,0,500.76,0
01/04/2018,32,3287.577,4196.110091,3863.395909,0,544.44,0
01/04/2018,33,7690.391,3696.929971,2721.322029,0,613.08,0
01/04/2018,34,9491.475,1902.47,2587.7037,0,634.335,5.530300218
01/04/2018,35,-6422.04,493.103,4358.5,0,57.525,741.073
01/04/2018,36,-16627.637,3.79,4372.3,3090.589,55.185,350.662
01/04/2018,37,-13444.933,504.085,4826.59,0,483.709,2226.086
01/04/2018,38,-13159.147,503.612,4407.95,0,49.14,359.714
01/04/2018,39,-3520.349,-3.57,6803.525,0,54.21,133.071
01/04/2018,40,3056.129,1656.094,2423.193375,0,683.299,-126.3753746
01/04/2018,41,-4603.265,318.364,6584.741,4156.313,0,192.496
01/04/2018,42,-15628.571,111.651,2407.943,0,0,217.555
01/04/2018,43,1398.007,2025.572566,3859.147387,0,0,881.1160474
01/04/2018,44,9418.516,2673.319838,1000.293972,0,0,56.57519024
01/04/2018,45,15229.5,2766.185,98.445,0,31.059,92.555
01/04/2018,46,27554.022,2066.491445,1279.053129,0,1004.006589,61.84883699
01/04/2018,47,31235.007,2385.517,2694.350958,0,1818.487042,1.00E-38
01/04/2018,48,7142.23,4125.755,4317.468525,0,2635.992475,2.00E-38
02/04/2018,1,-3266.37,320.387,8165.053,0,4740.89,338.867
02/04/2018,2,-975.888,389.219,6615.052,0,7211.111,399.233
02/04/2018,3,16466.083,880.430891,3290.080622,0,10230.60916,1.078329711
02/04/2018,4,46979.32,0,2757.747262,0,9138.974509,186.2722295
02/04/2018,5,47952.327,0,1622.057517,0,7432.357601,350.2878823
02/04/2018,6,31183.43,248.845,3125.689191,0,8408.643025,357.9827837
02/04/2018,7,25826.724,575.19,1269.137942,0,9772.194,577.3670584
02/04/2018,8,16131.423,719.619,1815.79976,0,5984.758,2934.85124
02/04/2018,9,7932.367,1223.537553,336.9206744,0,5820.51,1213.633772
02/04/2018,10,3799.62,980.4986916,0,0,5057.53,1677.450308
02/04/2018,11,6917.027,1425.932133,0,0,5094.75,654.3768666
02/04/2018,12,-2650.823,2709.390054,0,0,4091.483271,1086.428675
02/04/2018,13,-2955.71,1246.559564,0,0,2340.270861,111.0015744
02/04/2018,14,-14682.048,843.3223413,3351.893,0,1475.357413,350.468246
02/04/2018,15,-32345.14,5738.522,7649.021,0,368.765,6308.365
02/04/2018,16,-28645.601,115.278,9261.256,0,378.309,2396.445
02/04/2018,17,-16400.016,223.442,3768.572,0,3846.888,553.514
02/04/2018,18,-10105.93,558.5356318,3336.935,0,357.5201442,1066.094224
02/04/2018,19,-7995.682,1203.231602,2536.887,0,0,426.064398
02/04/2018,20,3737.188,1944.709,1935.130358,0,0,219.2246419
02/04/2018,21,28105.693,246.114,1740.184,0,0,-126.291
02/04/2018,22,31087.379,508.978,1459.71,0,0,43.573
02/04/2018,23,24593.087,818.1186838,2892.579802,0,0,-116.7014858
02/04/2018,24,28450.856,2400.327,5454.618,0,0,657.036
02/04/2018,25,33525.514,1993.204687,6019.167977,0,0,1302.661336
02/04/2018,26,31226.03,196.898,3328.133,0,0,736.433
02/04/2018,27,33533.893,410.665,1512.64,0,0,405.038
02/04/2018,28,26687.492,521.0297212,4548.71999,0,0,-20.81771116
02/04/2018,29,43240.139,102.4908243,7014.558957,0,0,-470.5977808
02/04/2018,30,35442.269,372.347,1470.542,0,0,-352.515
02/04/2018,31,29279.89,81.09666929,2296.194849,0,0,395.2454814
02/04/2018,32,23190.685,96.30934044,2298.872418,0,0,713.2102419
02/04/2018,33,19718.326,485.673801,3627.04694,0,0,652.0012586
02/04/2018,34,25270.629,2161.729009,5953.555048,0,0,179.2749426
02/04/2018,35,619.736,1584.146798,4238.662902,0,0,248.3153005
02/04/2018,36,-1655.961,17.866,3765.91,0,0,96.026
02/04/2018,37,622.875,1041.565,4907.271,0,0,0
02/04/2018,38,-1547.536,765.8291441,5890.694,0,0,252.4318559
02/04/2018,39,-6421.182,61.29509612,5855.175,0,0,1051.165904
02/04/2018,40,-706.325,466.029,7236.67,0,0,195.65
02/04/2018,41,801.222,2115.726519,5942.353481,0,0,-1.00E-38
02/04/2018,42,-15126.915,500.249,5536,568.975,0,498.061
02/04/2018,43,-10595.928,376.845,5857.857,0,0,302.163
02/04/2018,44,-4386.073,932.434,9045.304,0,0,283.682
02/04/2018,45,12399.097,3395.31064,7797.070749,0,0,-5.27238896
02/04/2018,46,3264.434,6718.322642,7307.005826,0,1296.771,313.2105323
02/04/2018,47,2311.501,1766.252816,2047.142569,0,6095.729,288.2716157
02/04/2018,48,-1063.117,1411.190885,1559.838,0,4034.621231,272.2848838
03/04/2018,1,-16363.341,1255.906673,0,0,9367.389246,104.8320805
03/04/2018,2,-21846.721,688.187,0,0,8523.3,139.687
03/04/2018,3,-13282.079,1503.177291,0,0,9140.865744,583.1779647
03/04/2018,4,3569.005,8629.51094,0.823520533,0,14662.335,365.9095394
03/04/2018,5,11213.565,1237.35,0,0,14784.15,1013.715
03/04/2018,6,14599.301,814.396,0,0,14883.674,1571.751
03/04/2018,7,9803.695,1149.507725,6.577784802,0,19031.753,2492.54349
03/04/2018,8,13157.925,1122.843,0,0,14964.65,2813.111
03/04/2018,9,19424.391,1796.135,0,0,15267.893,2623.189
03/04/2018,10,15110.179,1775.451,0,0,15616.113,1602.468
03/04/2018,11,2137.74,1400.408939,164.2635578,0,17778.683,760.1785033
03/04/2018,12,-5749.449,3757.578398,3306.262,0,15109.47477,601.8198356
03/04/2018,13,6429.61,2778.630176,3687.673824,0,0,0
03/04/2018,14,-16459.38,2913.899717,378.991,0,0,315.8492827
03/04/2018,15,-25522.445,4017.209,985.4,0,0,538.931
03/04/2018,16,-13771.32,219.214,0,0,0,469.634
03/04/2018,17,-224.944,2284.86,0,0,0,355.602
03/04/2018,18,1630.2,1173.737044,1724.917419,1650,0,78.39353637
03/04/2018,19,7356.525,1093.070419,3488.359763,0,0,20.42081819
03/04/2018,20,94.435,2250.404911,3279.354681,0,0,293.4144081
03/04/2018,21,-5226.593,29.85202316,517.686,0,0,39.41797684
03/04/2018,22,-5515.432,18.112,0,0,0,16.227
03/04/2018,23,10825.703,471.5443941,2045.699993,0,0,943.5306129
03/04/2018,24,226.728,548.0739698,0,0,0,1873.79703
03/04/2018,25,18538.327,297.643,0,0,0,2002.249
03/04/2018,26,846.684,712.3014586,0,0,0,5345.799541
03/04/2018,27,-31380.341,76.622,0,0,0,967.457
03/04/2018,28,-35858.673,275.462,0,0,0,607.816
03/04/2018,29,-31045.717,384.845,0,0,0,836.395
03/04/2018,30,-29299.463,942.4849489,0,0,0,826.1410511
03/04/2018,31,-21523.049,644.7918637,0,0,0,985.8391363
03/04/2018,32,-12927.427,1068.389,0,0,0,554.196
03/04/2018,33,-16176.569,668.922,888.651,0,0,688.834
03/04/2018,34,-19556.451,1526.092,4395.416,0,0,985.158
