SETT_DATE,SETT_PERIOD,Energy Imbalance,Frequency Control,Positive Reserve,Negative Reserve,Constraints,Other
04/04/2020,8,20408.743,825.814,2754.396325,0,44565.2378,257.9598708
04/04/2020,9,10971.207,77.3510857,3035.139101,0,44085.98896,310.343857
04/04/2020,10,9070.254,0,3575.761167,0,46858.13274,118.8570958
04/04/2020,11,8542.83,463.2456154,3467.509985,0,44305.29165,68.06674699
04/04/2020,12,7309.807,0,3194.4433,0,44184.9197,0
04/04/2020,13,11985.936,0,3414.178941,0,43713.48475,98.09130651
04/04/2020,14,12158.146,122.3191582,3386.032068,0,42754.36333,420.7864429
04/04/2020,15,15940.796,152.2348425,2995.202437,0,44891.72996,179.7547608
04/04/2020,16,19526.499,48.45457841,2105.204365,0,44402.81141,244.1196438
04/04/2020,17,32503.591,89.40012627,2072.437662,0,43424.20455,854.0496578
04/04/2020,18,36589.768,158.652108,3981.611242,0,41303.31679,1361.493864
04/04/2020,19,33162.232,449.7259654,5596.443244,143.579,41476.90892,588.7508668
04/04/2020,20,25755.969,337.6272129,5254.247088,207.353,38709.6131,51.44860179
04/04/2020,21,23865.663,0,3940.689748,130.632,38762.5286,0.146657145
04/04/2020,22,6609.492,68.53849642,6588.489926,1518.275,36841.31842,4.414155608
04/04/2020,23,-979.795,681.8252777,-2280.7,0,35615.68937,11116.26935
04/04/2020,24,-2347.75,129.481,2606.3,0,35225.595,1604.272
04/04/2020,25,-1957.822,700.5779393,4889.61,3.437569271,37190.13465,1706.359844
04/04/2020,26,-2534.714,295.502,3725.306,0,37214.978,1258.516
04/04/2020,27,-2242.051,1184.385784,7165.201,11.39740077,39016.96956,2373.70726
04/04/2020,28,-2179.771,1082.769106,2565.025,348.7475695,35792.46213,1182.731197
04/04/2020,29,-1900.032,600.244,2685.5,496.452,32738.136,1068.24
04/04/2020,30,-2388.512,506.282,2873.909,272.58,32822.941,1180.719
04/04/2020,31,-3065.441,2123.089,1040.093,682.452,35532.39,6748.408
04/04/2020,32,-3011.589,6389.578,8238.044,178.86,31722.281,6424.043
04/04/2020,33,-2276.241,7524.051,15501.306,354.163,25153.398,6689.207
04/04/2020,34,15701.48,5128.536036,11999.80147,2245.32,28317.86676,152.4837402
04/04/2020,35,24019.006,1481.44059,12175.18899,0,24503.42195,447.5164695
04/04/2020,36,38318.013,347.0521279,7049.932066,0,23606.69532,1076.848486
04/04/2020,37,35310.646,-93.99611492,2468.777078,0,21474.6815,41.60753786
04/04/2020,38,35979.84,-36.44748653,1594.563241,0,21106.74074,-61.18549426
04/04/2020,39,27850.376,3632.680165,2821.344901,298.316,21577.35032,5.139610234
04/04/2020,40,23419.269,2677.898395,7017.594144,101.012,22663.49067,148.7647949
04/04/2020,41,23744.97,2561.922763,8478.569607,0,25203.85867,1042.693958
04/04/2020,42,10371.345,6730.774,8447.020822,11.019,27839.11018,0
04/04/2020,43,15179.524,2640.644897,6031.988189,3766.536,31378.89435,834.9275602
04/04/2020,44,5528.962,4200.833049,9351.474133,4187.096,32886.48837,450.5524477
04/04/2020,45,4808.596,3054.699059,5162.835415,144.241,42640.2625,795.6780257
04/04/2020,46,2294.972,3777.758,2415.365914,1217.524,50475.77216,910.527929
04/04/2020,47,2480.032,1617.066,0,1420.002,80932.167,0
04/04/2020,48,-1300.178,5290.872,7646.624,421.332,61829.867,24770.969
05/04/2020,1,-941.394,9349.577968,9902.48,36.54333638,76073.93407,23949.87162
05/04/2020,2,-1144.14,1589.544,13832.5,0,85581.108,10073.155
05/04/2020,3,53.029,0,30613.565,0,72357.075,7671.527
05/04/2020,4,-941.418,436.05,13399.003,104.7839745,93834.22877,6756.823251
05/04/2020,5,10949.044,243.7815509,2514.543015,0,94018.39651,624.1329276
05/04/2020,6,-940.518,0,11257.475,0,71348.605,13218.911
05/04/2020,7,428.64,0,2811.108033,0,95972.98097,0
05/04/2020,8,791.502,9.771109682,3512.477911,0,97952.72576,2.791220471
05/04/2020,9,11009.133,493.2375874,2947.259548,0,110132.563,99.548907
05/04/2020,10,4387.416,0,3881.572447,0,109577.3802,443.1573982
05/04/2020,11,5132.199,0,3462.954619,0,106032.0178,57.59754185
05/04/2020,12,7858.621,174.5010812,4991.217685,0,98326.27303,68.60020446
05/04/2020,13,17351.935,18.89340983,4478.90215,0,93280.52443,758.159013
05/04/2020,14,15762.227,0,4509.306733,0,92630.61853,1333.592739
05/04/2020,15,8742.144,80.83151912,936.4589323,0,120072.5035,0
05/04/2020,16,12294.742,67.47940139,987.5242182,0,120135.3403,59.41809335
05/04/2020,17,1868.156,0,1240.639934,7510.341,136766.4501,170.3159429
05/04/2020,18,-1031.283,458.393,11364.719,5034.81,121987.707,7516.135
05/04/2020,19,5080.956,3867.792,5020.412,0,114986.342,19780.414
05/04/2020,20,12270.643,4598.05,3825.84,0,118027.236,27649.099
05/04/2020,21,1848.687,6114.505328,32982.852,75.0624643,104241.6614,36268.5118
05/04/2020,22,3469.692,5485.3,6751.894,151.371,150851.721,27794.541
05/04/2020,23,1159.049,6724.038,8668.485,0,159639.66,30429.294
05/04/2020,24,1830.626,6459.611,10887.142,0,162855.96,33191.439
05/04/2020,25,3517.789,5065.3,0,79.718,155709.516,31221.811
05/04/2020,26,4193.312,5114.485,0,583.812,199744.263,21409.02
05/04/2020,27,162.793,9295.1,52834.727,289.918,181961.065,34771.287
05/04/2020,28,77.571,15740,19818.94791,168.563,298947.6614,5228.685692
05/04/2020,29,12979.664,7695.017784,104515.886,337.1369158,233252.3625,16496.07881
05/04/2020,30,12280.343,5507.794609,97660.305,26.4230651,237435.9335,18868.37785
05/04/2020,31,8768.409,5151.851287,14199.37326,0,280027.3954,5310.500005
05/04/2020,32,250.636,4620.317537,40497.343,64.81060832,198004.1,23947.15181
05/04/2020,33,4359.531,12827.07034,72806.673,101.2228462,175255.0244,24213.1464
05/04/2020,34,28763.878,280.285,8211.685,13756.052,203395.87,57.317
05/04/2020,35,14355.143,261.907,14556.372,131330.19,105115.883,1707.622
05/04/2020,36,29311.584,2001.189559,14280.60015,133909.665,94819.15793,3994.678363
05/04/2020,37,51547.913,3641.732308,11079.34011,15182.134,90558.235,-45.36241308
05/04/2020,38,39935.599,5601.114,28298.266,13357.575,72095.725,4.00E-36
05/04/2020,39,29919.359,6443.863,36127.756,13473,71344.68,0.130997829
05/04/2020,40,26758.433,1257.362,15934.18161,0,101650.4467,0.604648951
05/04/2020,41,29240.271,416.4994957,17177.26576,0,91634.28777,2723.362977
05/04/2020,42,27038.086,2913.82693,6402.392233,577.158,94791.84235,657.4744907
05/04/2020,43,6148.342,3099.816,6902.531623,223.784,123386.1556,3048.99378
05/04/2020,44,12.964,8564.675,18660.92,0,113567.875,14236.39
05/04/2020,45,-880.072,9638.629905,943.132,236.1316705,137412.4862,1728.412189
05/04/2020,46,3540.748,7936.628,0,0,145393.44,6836.16
05/04/2020,47,-1249.89,9077.491867,0,88.66138983,145813.4851,7893.04366
05/04/2020,48,1088.425,4110.581,0,49.569,148596.137,17154.965
06/04/2020,1,6720.458,6443.5,0,151.824,189096.321,-8.82E-36
06/04/2020,2,5623.556,6827.366,0,0,186272.583,0
06/04/2020,3,10072.251,6751.76007,-9084.980926,0,184591.8018,128.1030121
06/04/2020,4,10667.819,4428.049283,-11929.51209,0,190476.2528,0
06/04/2020,5,8804.187,588,-13472.81984,0,201782.3748,0
06/04/2020,6,4155.655,3136,0,0,191320.781,0
06/04/2020,7,-919.131,6252.775,0,1033.031,166215.798,30416.037
06/04/2020,8,-940.603,6856.15,0,974.814,166147.518,34358.674
06/04/2020,9,-1209.111,6723.159869,6132.053,9.533301165,177487.4593,29038.60456
06/04/2020,10,-903.923,7188.278692,-2571.873,25.81179992,172206.3449,24733.77562
06/04/2020,11,-1246.077,5671.106083,861.664,12.25463694,177874.2304,18931.81585
06/04/2020,12,1560.068,3122.908158,-1462.749742,25.831,193236.6013,2937.718257
06/04/2020,13,-1214.68,3054.401906,2499.649,189.1240384,138220.5873,7863.327727
06/04/2020,14,-935.282,1965.487114,13578.514,5.184687424,117293.9236,901.1216334
06/04/2020,15,-1282.875,2916.399,2034.41,17.86810533,118560.031,92.53685533
06/04/2020,16,-939.689,2373.225,735.057,7.70641011,111095.7613,65.10330638
06/04/2020,17,-1923.461,211.563,0,15.55164312,76170.54324,983.8321127
06/04/2020,18,-6326.211,481.425,0,26.92545064,84077.54555,0
06/04/2020,19,-5288.398,942.554,379.478,0,82262.25529,149.1327144
06/04/2020,20,-1891.129,1657.933,0,0,77497.94489,14.20111401
06/04/2020,21,-1599.97,1536.366,978.949,0,82195.96999,37.39200596
06/04/2020,22,-1548.415,2173.868,146.658,421.9141767,88485.91299,19.31083131
06/04/2020,23,-1272.6,594.813,0,597.5063778,90127.87552,-213.8548967
06/04/2020,24,-1153.865,2418.534,647.02,591.0619594,80326.87455,-203.4415139
06/04/2020,25,3373.327,48.995,0,869.5,83775.925,0
06/04/2020,26,5208.009,2.31,0,869.5,77387.79,491.031
06/04/2020,27,-1056.591,0,0,1108.526598,75277.91168,14496.27473
06/04/2020,28,-1569.921,5296.105824,1377.47,540.7387214,76808.98554,22230.46792
06/04/2020,29,-1623.761,8312.073552,501.821,682.9074895,79031.16148,23345.28547
06/04/2020,30,-1750.4,12333.71328,0,524.6382421,77683.78185,27739.83163
06/04/2020,31,-1517.122,11600.76336,2443.913,537.474045,66183.25233,17142.41527
06/04/2020,32,-1324.283,9769.501543,365.262,598.8784624,66825.32052,13336.11347
06/04/2020,33,-1425.365,10134.55456,2686.389,99.27642995,54985.23062,13086.09639
06/04/2020,34,-2047.718,3240.135646,1285.194,7.782471529,40317.48078,4843.675102
06/04/2020,35,-2346.726,3217.147166,50.64,1.484186272,38571.35938,5831.885271
06/04/2020,36,-1199.027,2759.295761,261.399,0,36483.1648,7972.122444
06/04/2020,37,8133.192,1557.540865,4120.340422,0,27448.032,1687.101713
06/04/2020,38,20783.156,5204.104731,3934.829926,0,16192.564,2945.809343
06/04/2020,39,5527.21,2725.906359,7484.399865,0,16046.373,330.9567761
06/04/2020,40,11333.063,724.929,5548.068332,708.622,15301.596,2147.253668
06/04/2020,41,15132.513,1570.042799,5522.235917,118.31,14839.851,1009.361284
06/04/2020,42,15529.585,2548.110524,5343.152308,0,14885.56,565.4351674
06/04/2020,43,16146.704,1522.56,4944.795803,0,14508.076,2660.883197
06/04/2020,44,7377.59,2081.203005,5686.084716,0,14759.019,493.3592794
06/04/2020,45,5272.029,2804.905608,6003.916855,0,20692.00198,647.700552
06/04/2020,46,7368.18,1360.074033,4238.937395,0,15901.72504,1538.077537
06/04/2020,47,-1413.569,889.8450829,0,0,25026.35002,3139.990894
06/04/2020,48,-2234.382,569.572,0,0,31847.972,2420.271
07/04/2020,1,-1952.361,665.017,0,22.079,35955.021,1988.028
07/04/2020,2,-1850.285,832.297,0,32.388,33898.985,1601.945
07/04/2020,3,-1922.787,2276.813,1880.033,0,32088.019,1123.31
07/04/2020,4,-1442.69,1925.355241,4839.7,0,29207.02514,801.1086197
07/04/2020,5,-1376.04,557.103,2653.875,0,27409.077,1602.189
07/04/2020,6,-1803.949,378.315,23.303,0,29417.505,1202.37
07/04/2020,7,-241.961,297.5211026,-238.041,0,31884.21003,2596.140871
07/04/2020,8,5344.228,108.8163876,1160.765985,0,32766.76604,126.0585887
07/04/2020,9,8844.635,186.4824233,1059.025067,0,32672.2567,234.8218122
07/04/2020,10,10376.082,39.75481966,1222.046897,345.49,32913.35474,290.3525444
07/04/2020,11,7594.211,91.39933179,1203.959762,0,31220.82255,232.7343554
07/04/2020,12,7157.058,1460.693,94.115,0,31101.06,377.559
07/04/2020,13,8656.557,2112.971,76.47,0,27969.219,0
07/04/2020,14,3491.431,2605.005273,667.1302543,0,28869.61261,10.67186165
07/04/2020,15,15397.309,408.5127951,910.4195228,0,30137.88986,148.0378252
07/04/2020,16,21661.193,724.4327838,1912.953922,105.073,27400.576,667.9062945
07/04/2020,17,25655.964,60.98780096,1000.784468,0,27723.521,37.00573105
07/04/2020,18,12255.093,463.684707,2665.177928,286.529,27329.649,0.712365428
07/04/2020,19,15140.539,134.2044426,941.6677586,10.263,26562.267,39.43579877
07/04/2020,20,6057.195,0,2802.837667,0,26134.017,1.287333251
07/04/2020,21,3374.019,1881.545,5593.153,156.391,24669.957,-1.00E-38
07/04/2020,22,2597.733,4724.56,5757.364807,124.087,24532.567,210.9601931
07/04/2020,23,-1529.648,1316.03,0,48.052,28637.601,4697.757
07/04/2020,24,-3454.778,312.586,0,10.91,33197.647,2706.073
07/04/2020,25,-2705.007,1082.223,0,0,31074.35,2595.737
07/04/2020,26,-4127.765,1206.513703,0,0,33260.26542,1705.710875
07/04/2020,27,5351.373,629.9773502,3240.29755,0,36113.246,763.9831003
07/04/2020,28,4812.481,66.78594521,2194.322851,145.15,36391.42,875.5942036
07/04/2020,29,-2412.245,550.6918065,0,0,34401.90401,1767.662188
07/04/2020,30,-2220.562,2000.180344,0,0,35267.11957,454.9410821
07/04/2020,31,-2240.357,1962.236666,9.941,0,36109.56233,106.95
07/04/2020,32,5608.656,1111.652,0,0,40371.961,0.12
07/04/2020,33,-1349.075,598.293,83.723,37.34495083,42335.73169,779.6053587
07/04/2020,34,-2342.475,670.0809677,141.275,0,47453.04503,-1.00E-38
07/04/2020,35,-1777.744,2486.32326,662.502,0,49655.89254,188.0721996
07/04/2020,36,4803.814,1193.699775,1507.45505,234.895,47510.354,1278.273175
07/04/2020,37,5729.996,5.028,883.9973889,13.446,40365.598,812.9626111
07/04/2020,38,72.504,233.793366,5201.068636,0,37026.772,21.87999802
07/04/2020,39,-3407.701,574.098,0,45.66297929,36748.13475,4311.333267
07/04/2020,40,1541.93,188.7200905,5976.461853,82.487,27813.917,11.59605668
07/04/2020,41,-1262.89,552.42,156.599,206.972,27826.043,7614.509
07/04/2020,42,336.896,9.536581653,4428.250324,0,24765.202,1080.214094
07/04/2020,43,-382.657,114.438,52.993,0,27997.36019,2507.364811
07/04/2020,44,-3797.56,553.5938304,70.437,0,18718.71121,408.608959
07/04/2020,45,-1654.555,1520.253,725.195,65.65513083,28064.57886,740.1390048
07/04/2020,46,2808.098,18.15034163,1218.267318,2.399,29852.01566,98.13068163
07/04/2020,47,-3405.797,147.105,2521.17,302.046,30759.323,1590.073
07/04/2020,48,-5198.907,0,2691.21,185.68,29580.479,761.891
08/04/2020,1,-3275.487,0,2624.72,0,28745.71755,228.2854543
08/04/2020,2,-1747.211,46.11,2130.503,0,32235.083,0
08/04/2020,3,1473.866,384.981,3.5,0,38057.62,224.425
08/04/2020,4,10914.353,555.667,11.958,0,35858.244,1648.556
08/04/2020,5,4359.544,0,71.7,0,33595.714,1512.974
08/04/2020,6,2128.265,73.97808639,44.93382151,0,32313.18549,166.7316019
08/04/2020,7,-1695.505,432.755,0,0,34291.38708,702.8329176
08/04/2020,8,-843.144,-578.901,-153.836,0,36496.2175,151.3684974
08/04/2020,9,3676.753,12.21,4.629,88.499,34149.449,40.859
08/04/2020,10,2701.067,1.125,39.909,49.327,32438.283,39.303
08/04/2020,11,-3184.734,933.8416242,1851.675,0,26543.111,408.3423768
08/04/2020,12,-3613.476,435.258,2671.729,0,23749.546,405.892
08/04/2020,13,-5048.46,257.075,2519.45,10.701,17431.771,2343.213
08/04/2020,14,-4938.987,1581.431204,0,0,16958.1043,1331.005499
08/04/2020,15,-5220.956,505.312,0,11.5,11737.665,1104.757
08/04/2020,16,-4772.645,193.994,0,33.963,11542.419,888.913
08/04/2020,17,-5141.088,93.936,0,9.062,11531.905,1384.135
08/04/2020,18,-5120.024,375.2513017,0,10.23405675,9429.345668,1119.093973
08/04/2020,19,-2591.265,160.566,0,68.56714515,12768.99039,789.7224688
08/04/2020,20,842.345,0,68.15,0,11971.158,3922.02
08/04/2020,21,-2091.544,0,33,0,10662.239,0
08/04/2020,22,-3637.687,104.9603998,0,26.033621,6659.166015,1.820964232
08/04/2020,23,-2916.054,394.808,0,9.605,10758.746,295.097
08/04/2020,24,-6111.374,184,0,1.337,11518.427,685.065
08/04/2020,25,-6461.6,186.758,0,1.474,13042.893,859.881
08/04/2020,26,-6769.54,157.55,0,-0.005,13053.89,869.138
08/04/2020,27,-2373.346,277.6839156,0,0,12857.86749,1164.526599
08/04/2020,28,-2232.278,0,0,0,12574.869,1277.393
